CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,3114E+12;937541;;3;1;ORTHOMED CENTRO DE ORTOPEDIA TRAUMATOLOGIA E MEDICINA DO TR;ORTHOMED;AVENIDA BENJAMIN CONSTANT;884;;CENTRO;95900104;4;1.0;22;431140;-29,46330852;-51,96696281;2240;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;2865939;;1;1;GABRIELA ELY WALLERIUS;ELY ODONTOLOGIA;AVENIDA BENJAMIN CONSTANT;1194;SALA 602;CENTRO;95900056;4;1.0;22;431140;-29,46581195;-51,96578264;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3114E+12;4045270;;3;1;RCC SERVICOS MEDICOS LTDA;RCC SERVICOS MEDICOS;LOTHAR FELIPE CHRIST;199;APTO 201;HIDRAULICA;95900208;4;1.0;36;431140;-29,467;-51,961;2062;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31141E+12;7191278;;3;1;EGT SERVICOS ODONTOLOGICOS LTDA ME;CLINICA TRENTINI;AV BENJAMIN CONSTANT;1058;104;CENTRO;95900000;4;3.0;36;431140;;;2062;;;0;0;0;0;0;0;0;0;0;0;0
4,3114E+12;3300242;;3;1;MARCIELE PAZINATTO LTDA;MARCIELE PAZINATTO LTDA;AVENIDA BENJAMIN CONSTANT;760;SALA 403;CENTRO;95900106;4;1.0;22;431140;-29,46385031;-51,96679115;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;3528472;;3;1;TS SULZBACH SERVICOS MEDICOS LTDA;TS SULZBACH SERVICOS MEDICOS;AVENIDA BENJAMIN CONSTANT;670;SALA 205;CENTRO;95900106;4;1.0;36;431140;-29,44359649;-51,96086884;2062;Ambulatório;1.0;0;0;0;0;0;18;0;0;0;0;0
4,3114E+12;282863;;3;1;SCHNEIDER SERVICOS MEDICOS LTDA;SCHNEIDER SERVICOS MEDICOS;RUA OLAVO BILAC;294;APTO 705;FLORESTAL;95900610;4;1.0;22;431140;-29,45640507;-51,97009563;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;9721223;;3;1;FERNANDO BERTOGLIO SERVICOS MEDICOS LTDA;FERNANDO BERTOGLIO SERVICOS MEDICOS;AVENIDA BENJAMIN CONSTANT;1058;SALA 101;CENTRO;95900104;4;3.0;22;431140;-29,46193534;-51,96762264;2062;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31141E+12;7931336;;1;1;GUSTAVO GRUN;GUSTAVO GRUN;RUA BENTO GONCALVES;801;SALA 603;CENTRO;95900174;4;3.0;22;431140;-29,4625514;-51,9642016;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7970218;;1;1;DOUGLAS HENRIQUE SPECHT;DOUGLAS HENRIQUE SPECHT;RUA JULIO DE CASTILHOS;1100;SALA 01;CENTRO;95900022;4;1.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;7691246;;3;1;D G SERVICOS MEDICOS LTDA ME;D G SERVICOS MEDICOS LTDA ME;BENTO GONCALVES;801;707;CENTRO;95900174;4;3.0;22;431140;-29,467;-51,961;2240;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;3655369;;1;1;MONICA BALDASSO ARAUJO;MONICA BALDASSO ARAUJO;RUA JULIO DE CASTILHOS;910;SALA 501;CENTRO;95900022;1;1.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3114E+12;3688798;;3;1;NUCLEO CONSULTORIA PSICOLOGICO EMPRESARIAL LTDA;NUCLEO CONSULTORIA PSICOLOGICO EMPRESARIAL LTDA;RUA FIALHO DE VARGAS;49;SALAS 501 E 502;CENTRO;95900208;4;3.0;22;431140;-29,46073029;-51,96299314;2240;Unidade de Atenção Psicossocial;11.0;0;0;0;0;0;0;0;0;2;0;0
4,31141E+12;7283563;;3;1;CLINICA DE PSIQUIATRIA AVANCADA;CLINICA DE PSIQUIATRIA AVANCADA F B V LTDA;RUA GERMANO BERNER;130;;FLORESTAL;95900052;4;3.0;22;431140;-29,4605371;-51,9709056;2305;Ambulatório;1.0;0;2;0;0;0;2;0;0;0;0;0
4,3114E+12;2251795;;3;1;CENTRO HEMOTERAPICO VALES TAQUARI E RIO PARDO;CENTRO HEMOTERAPICO VALES TAQUARI E RIO PARDO;JULIO DE CASTILHOS;956;;CENTRO;95900022;4;1.0;39;431140;-29,46216888;-51,96610451;2240;Unidade de Atenção Hematológica;15.0;0;1;0;6;1;2;0;0;0;0;0
4,3114E+12;2251957;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA CONSERVAS;PAULINO GERALDO DA ROSA;101;;CONSERVAS;95901624;3;1.0;1;431140;-29,467;-51,961;1244;Unidade Básica de Saúde;12.0;4;4;0;6;0;4;1;2;2;2;0
4,31141E+12;6315526;;1;1;ANA LUCIA FERREIRA MARTINI;ANA LUCIA FERREIRA MARTINI;BENJAMIN CONSTANT;1010;302;CENTRO;95900104;4;1.0;22;431140;-29,46211283;-51,96752071;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;6315569;;1;1;CLAUDIA COUTO DE BARROS COELHO;CLAUDIA COUTO DE BARROS COELHO;RUA JULIO DE CASTILHOS;966;207;CENTRO;95900022;4;1.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6315607;;1;1;JOAO LOURENCO ARDENGHI FELDENS;JOAO LOURENCO ARDENGHI FELDENS;RUA JULIO DE CASTILHOS;966;304;CENTRO;95900022;4;1.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6326668;;3;1;VITTA CENTRO ESPECIALIZADO DE FISIOTERAPIA LTDA ME;FISIOTERAPIA VITTA;JULIO DE CASTILHOS;917;203;CENTRO;95900022;4;3.0;39;431140;-29,467;-51,961;2240;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31141E+12;7836848;;3;1;SAMED SERVICOS DE ASSITENCIA MEDICA LTDA;SAMED SERVICOS DE ASSITENCIA MEDICA;RUA PINHEIRO MACHADO;537;SALA 402;CENTRO;95900078;4;;60;431140;-29,46250516;-51,96814299;2062;Outros;22.0;0;1;0;0;0;55;0;0;0;0;0
4,31141E+12;6288901;;1;1;BRIGITTE RANCK;BRIGITTE RANCK;BENJAMIN CONSTANT;1010;307;CENTRO;95900104;4;3.0;22;431140;-29,46209414;-51,96758509;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6288944;;1;1;GUSTAVO BORN;GUSTAVO BORN;BENJAMIN CONSTANT;1058;SALA 8;CENTRO;95900104;4;1.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6288960;;1;1;JULIO ERNESTO SCHROER;JULIO ERNESTO SCHROER;RUA FIALHO DE VARGAS;326;603;CENTRO;95900016;4;3.0;22;431140;-29,4614025;-51,9637122;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6288987;;1;1;LUIS LERMEN;LUIS LERMEN;RUA JULIO DE CASTILHOS;966;SALA 5;CENTRO;95900022;4;1.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6289002;;1;1;ROBERTO RECKZIEGEL;ROBERTO RECKZIEGEL;RUA BENTO GONCALVES;801;704;CENTRO;95900174;4;1.0;22;431140;-29,46349534;-51,96352959;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;3836355;;1;1;PAULO CESAR DA ROSA TAVANIELLO;PAULO CESAR DA ROSA TAVANIELLO;RUA BENTO GONCALVES;801;SALA 206;CENTRO;95900174;4;3.0;22;431140;-29,4625514;-51,9642016;4000;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31141E+12;5272114;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;LAJEADO SORRIDENTE;RUA JOAO SEBASTIANY;1312;;MONTANHA;95905028;4;3.0;36;431140;-29,45614817;-51,98706061;1244;Ambulatório;1.0;0;0;0;0;0;0;9;0;0;0;0
4,31141E+12;6505872;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;SERVICO DE ATENDIMENTO ESPECIALIZADO SAE LAJEADO;PINHEIRO MACHADO;640;;CENTRO;95900078;4;3.0;36;431140;-29,46261726;-51,96904421;1244;Ambulatório;1.0;0;1;0;5;1;6;0;1;1;1;0
4,31141E+12;6549411;8,7298E+13;3;3;PREFEITURA MUNICIPAL DE LAJEADO;VIGILANCIA SANITARIA MUNICIPAL;RUA ALBERTO TORRES;560;;CENTRO;95900000;4;1.0;50;431140;;;1244;;;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;5844428;;1;1;ANDREA CRISTINA AREND;ANDREA CRISTINA AREND;BENTO GONCALVES;801;502;CENTRO;95900174;4;3.0;22;431140;-29,46345798;-51,9635725;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;5294088;;3;1;LABORATORIO RIBAS DE ANALISES CLINICAS LTDA;LABORATORIO RIBAS LAJEADO;CARLOS VON KOSERITZ;502;;CENTRO;95900012;4;1.0;39;431140;-29,467;-51,961;2062;Unidade de Apoio Diagnóstico;2.0;0;0;2;0;2;0;0;0;1;0;0
4,31141E+12;5547385;;1;1;JOAO AUGUSTO PEIXOTO DE OLIVEIRA;JOAO AUGUSTO PEIXOTO DE OLIVEIRA;RUA FIALHO DE VARGAS;402;323;CENTRO;95900016;4;3.0;22;431140;-29,4614025;-51,9637122;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6663737;;1;1;GUILHERME BREITENBACH;GUILHERME BREITENBACH;PEDRO ALBINO MULLER;211;;AMERICANO;95900566;4;2.0;39;431140;-29,4569559;-51,9694408;4000;Ambulatório;1.0;0;0;0;0;0;0;0;1;0;0;0
4,31141E+12;6045529;;1;1;SALETE PRETTO;SALETE PRETTO;AV BENJAMIN CONSTANT;1010;;CENTRO;95900104;4;3.0;22;431140;-29,4628975;-51,96726322;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6045634;;1;1;SILVANA BEATRIZ MATTE ECKERT;SILVANA BEATRIZ MATTE ECKERT;PAULO BORN;301;;AMERICANO;95900480;4;3.0;22;431140;-29,45566706;-51,9628644;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;7235658;8,7298E+13;3;3;CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI C;SAMU 192 LAJEADO SB;AV SETE DE SETEMBRO;992;;MOINHOS;95900832;4;3.0;42;431140;-29,46179522;-51,97661877;1244;Pronto Atendimento;7.0;0;0;0;11;0;0;0;0;0;0;7
4,31141E+12;6731880;;1;1;ANDRIELA VIECELI;ANDRIELA VIECELI;BENTO GONCALVES;801;SALA 402;CENTRO;95900174;4;3.0;22;431140;-29,46342061;-51,96350813;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;7895747;;3;1;LGCON SAUDE LTDA;LGCON SAUDE;RUA SANTOS FILHO;115;SALA 101;CENTRO;95900186;4;3.0;22;431140;-29,4661435;-51,9714313;2062;Ambulatório;1.0;0;0;0;0;0;1;1;0;0;0;0
4,3114E+12;3488330;;3;1;LABORATORIO DE PATOLOGIA ROCHA E GONZATTI LTDA;LABORATORIO DE PATOLOGIA ROCHA E GONZATTI LTDA;AVENIDA BENJAMIN CONSTANT;852;SALA 105 FIL LAJEADO;CENTRO;95900104;4;2.0;39;431140;-29,467;-51,961;2062;Unidade de Apoio Diagnóstico;2.0;0;2;0;0;0;3;0;0;0;0;0
4,3114E+12;3488322;;3;1;OBJETIVA LABORATORIO DE PATOLOGIA LTDA;OBJETIVA LABORATORIO DE PATOLOGIA LTDA;RUA BENJAMIN CONSTANT;852;SALA 802;CENTRO;95900104;4;3.0;39;431140;-29,467;-51,961;2240;Unidade de Apoio Diagnóstico;2.0;0;1;6;0;0;1;0;0;0;0;0
4,3114E+12;3407942;;3;1;STRASSBURGUER SANTOS LTDA;TABITA LAR DO IDOSO;CARLOS KRONHARDT;786;;CONVENTOS;95906200;4;3.0;22;431140;-29,43975;-52,0214101;2062;Casas de Apoio à Saúde;26.0;0;1;0;6;0;1;0;1;1;3;0
4,31141E+12;7802072;;3;1;PROTEGE CLINICA MEDICA E VACINACAO LTDA ME;PROTEGE CLINICA MEDICA E VACINACAO;AV BENJAMIN CONSTANT;1194;SALA 601;CENTRO;95900056;4;3.0;36;431140;-29,46087976;-51,96825027;2062;Ambulatório;1.0;0;0;0;1;0;2;0;0;0;0;0
4,3114E+12;3642933;;1;1;ROSANE MARIA VOGT;ROSANE MARIA VOGT;RUA DUQUE DE CAXIAS;681;SALA 03;AMERICANO;95900474;4;1.0;22;431140;-29,45757281;-51,96649075;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;1;0;0
4,3114E+12;3420272;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;CENTRO DE ATENCAO PSICOSSOCIAL INFANTOJUVENIL CRESCER;RUA SALDANHA MARINHO;715;;CENTRO;95900082;4;3.0;70;431140;-29,46325714;-51,96917295;1244;Unidade de Atenção Psicossocial;11.0;0;3;0;4;0;4;0;5;6;2;0
4,3114E+12;3420299;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA MORRO 25;BALDUINO DREXLER;123;;MORRO 25;95902052;4;1.0;1;431140;-29,49141255;-51,9824338;1244;Unidade Básica de Saúde;12.0;3;2;0;5;0;2;1;1;0;1;0
4,3114E+12;3317056;;1;1;SONIA REGINA DETANICO;SONIA REGINA DETANICO;RUA BENJAMIN CONSTANT;1025;SALA 107;CENTRO;95900010;4;3.0;22;431140;-29,46172049;-51,96711302;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,3114E+12;3420280;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA CONVENTOS;RUA ELECIR JOSE CASSULI;209;;CONVENTOS;95906356;4;3.0;1;431140;-29,43227202;-52,02360034;1244;Unidade Básica de Saúde;12.0;4;6;0;9;0;7;1;3;2;2;0
4,31141E+12;7285353;;3;1;LABORATORIO RIBAS DE ANALISES CLINICAS LTDA EPP;LABORATORIO RIBAS MONTANHA LAJEADO;AV BENJAMIN CONSTANT;3352;SALA 03;MONTANHA;95905080;4;3.0;39;431140;-29,45077174;-51,98700428;2062;Unidade de Apoio Diagnóstico;2.0;0;1;1;0;0;0;0;0;0;0;0
4,3114E+12;3933350;;1;1;ADRIANE MARIA SPINATO CHITTO;ADRIANE MARIA SPINATO CHITTO;RUA FIALHO DE VARGAS;323;302;CENTRO;95900016;4;3.0;22;431140;-29,4614025;-51,9637122;4000;Unidade de Reabilitação;4.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;7053576;;1;1;LUISA COMARU JACHETTI;LUISA COMARU JACHETTI;CEL JOAO BATISTA DE MELLO;351;1;CENTRO;95900182;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6154174;;1;1;GUILHERME PEROTTI DE OLIVEIRA;GUILHERME PEROTTI DE OLIVEIRA;FRANCISCO OSCAR KARNAL;523;;CENTRO;95900114;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6154212;;1;1;GUSTAVO COSTANTIN;GUSTAVO COSTANTIN;BENTO GONCALVES;801;203;CENTRO;95900174;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;7396503;;3;1;LANSINI OFTALMOLOGIA LTDA ME;LANSINI OFTALMOLOGIA LTDA ME;TRAVESSA OSCAR CHAVES GARCIA;100;SALA 05;FLORESTAL;95900058;4;3.0;22;431140;-29,4586048;-51,9713295;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;3720403;;1;1;JONARA DE MATTOS ZAMBON;JONARA DE MATTOS ZAMBON;SIDONIA MARIA PREDIGER;93;SALA 1;SAO CRISTOVAO;95913164;4;1.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6526098;;1;1;MARCO ROBERTO SEFERIN;MARCO ROBERTO SEFERIN;TRAVESSA OSCAR CHAVES GARCIA;100;SALA 07;FLORESTAL;95900058;4;3.0;22;431140;-29,4586048;-51,9713295;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6244343;;1;1;EDUARDO DA COSTA;EDUARDO DA COSTA;RUA JULIO DE CASTILHO;966;305;CENTRO;95900022;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6244386;;1;1;FELIPE FERNANDES RUSCHEL;FELIPE FERNANDES RUSCHEL;AV BENJAMIN CONSTANT;980;SALA 605;CENTRO;95900104;4;3.0;22;431140;-29,4599278;-51,9685306;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6244408;;1;1;JANAINE SOLETTI FERRI;JANAINE SOLETTI FERRI;RUA SANTOS FILHO;401;209;CENTRO;95900186;4;3.0;22;431140;-29,4661435;-51,9714313;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6244424;;1;1;RENATO BACKES;RENATO BACKES;RUA JULIO DE CASTILHOS;966;105;CENTRO;95900022;4;3.0;22;431140;-29,46222492;-51,96588993;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6244491;;3;1;UNIODONTO COOP ODONTO DOS VALES DO TAQUARI RIO PARDO LTDA;UNIODONTO VTRP;RUA JULIO DE CASTILHOS;745;203;CENTRO;95900170;4;3.0;22;431140;-29,46401845;-51,96432352;2143;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;5188210;;3;1;ROSANE JOST GRAVINA LTDA;ROSANE JOST GRAVINA LTDA;RUA BENTO GONCALVES;801;SALA 603;CENTRO;95900174;4;3.0;22;431140;-29,4634393;-51,9635725;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6514901;;3;1;NEUROVALE DIAGNOSTICA E TERAPEUTICA EIRELI;NEUROVALE DIAGNOSTICA E TERAPEUTICA EIRELI;RUA FIALHO DE VARGAS;320;SALA 702;CENTRO;95900016;4;3.0;22;431140;-29,46216888;-51,96473122;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6688462;;1;1;EDGAR CALDEIRA REIS;EDGAR CALDEIRA REIS;RUA BENJAMIN CONSTANT;1194;SALA 604;CENTRO;95900056;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6258662;;3;1;HEMOTERAPIA DO VALE DO TAQUARI LTDA;HEMOVALE;AVENIDA BENJAMIN CONSTANT;881;ANDAR 2;CENTRO;95900010;4;3.0;39;431140;-29,4599278;-51,9685306;2240;Unidade de Atenção Hematológica;15.0;0;2;1;4;1;2;0;0;2;1;0
4,31141E+12;5459893;;1;1;ROSSANA HUWE DE PAOLI;ROSSANA HUWE DE PAOLI;AV BENJAMIN CONSTANT;1025;202;CENTRO;95900104;4;3.0;22;431140;-29,4618139;-51,96704865;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;2251949;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA MOINHOS;DEODATO BORGES DE OLIVEIRA;174;;MOINHOS;95900806;4;1.0;1;431140;-29,46186995;-51,9790864;1244;Unidade Básica de Saúde;12.0;5;3;0;8;0;4;3;0;2;1;0
4,3114E+12;2251981;8,79586E+13;3;3;SECRETARIA ESTADUAL DE SAUDE;16 CRS LAJEADO;RUA IRMAO EMILIO CONRADO;120;;FLORESTAL;95900704;4;;68;431140;-29,4582;-51,97286;1023;Central de Gestão em Saúde;22.0;0;7;0;6;5;1;1;4;9;1;0
4,3114E+12;2252287;;3;1;SOCIEDADE BENEFICENCIA E CARIDADE DE LAJEADO;Hospital BRUNO BORN;AV BENJAMIN CONSTANT;881;;CENTRO;95900010;4;3.0;5;431140;-29,467;-51,961;3999;Hospital;9.0;0;125;67;606;49;683;32;79;82;144;0
4,31141E+12;7487789;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;CENTRO DE SAUDE MONTANHA;JOAO SEBASTIANY;1312;SALA 1;MONTANHA;95905028;4;3.0;2;431140;-29,45622991;-51,98720008;1244;Ambulatório;1.0;0;3;0;5;0;6;2;1;3;2;0
4,31141E+12;7490224;;1;1;CLAUDIA MONFRONI ROCHA;CLAUDIA MONFRONI ROCHA;RUA JULIO DE CASTILHOS;966;SALA 304;CENTRO;95900026;4;1.0;22;431140;-29,46220624;-51,96588993;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7491840;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;UNIDADE CENTRAL DE PROMOCAO DA SAUDE;RUA JULIO MAY;383;SALA 1;CENTRO;95900178;4;3.0;1;431140;-29,46661528;-51,96477413;1244;Unidade Básica de Saúde;12.0;4;8;0;29;0;3;1;0;2;1;0
4,3114E+12;248606;;1;1;DIEGO BALDISSERA;DIEGO BALDISSERA;RUA PINHEIRO MACHADO;537;SALA 302;CENTRO;95900078;4;1.0;22;431140;-29,46190732;-51,96837902;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9699783;;3;1;COLTRO BONELLA MEDICOS ASSOCIADOS SOCIEDADE SIMPLES;COLTRO BONELLA;BENJAMIN CONSTANT;852;SALA 902;CENTRO;95900010;4;1.0;22;431140;-29,46370085;-51,96670532;2062;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31141E+12;9745947;;3;1;BARROS COELHO CIA LTDA;BARROS COELHO;JULIO DE CASTILHOS;966;SALA 207;CENTRO;95900022;4;1.0;22;431140;-29,46223426;-51,96581483;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9302697;;3;1;M R SERVICOS RADIOLOGICOS LTDA ME;RADIOLOGIA MOI;ALBERTO TORRES;517;SALA 701;CENTRO;95900188;4;1.0;39;431140;-29,46396241;-51,96662486;2062;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9134336;;1;1;PRISCILA BERTI ZANELLA;NUTRIZALLI;ALEX THOMAS;20;SALA 302;CENTRO;95900030;4;2.0;22;431140;-29,4594114;-51,9665361;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;7994133;;1;1;DIETHER SCHMIDT;DIETHER SCHMIDT;JULIO DE CASTILHOS;910;SALA 503;CENTRO;95900022;4;1.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9948473;;3;1;LIEGENES A FEIL;LIEGENES A FEIL;RUA TIRADENTES;493;;CENTRO;95900076;4;1.0;22;431140;-29,46101521;-51,96819127;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7911416;;1;1;FERNANDO LAZZERON BERTOGLIO;FERNANDO LAZZERON BERTOGLIO;RUA FILAHO DE VARGAS;320;SALA 602;CENTRO;95900016;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;2878992;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;CASA VERDE CMATNI;SALDANHA MARINHO;703;;CENTRO;95900082;4;2.0;36;431140;-29,46308433;-51,96914077;1244;Unidade de Reabilitação;4.0;0;2;0;0;0;1;0;1;4;1;0
4,3114E+12;2897792;;3;1;BRUXEL CLINICA MEDICA LTDA;RICTO;SANTOS FILHO;401;SALA 201;CENTRO;95900186;4;3.0;36;431140;-29,4645042;-51,96563244;2062;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31141E+12;9261338;;1;1;INDIANARA ROVEA;INDIANARA ROVEA;BENJAMIN CONSTANT;1194;SALA 902;CENTRO;95900056;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3114E+12;461393;;3;1;LABORATORIO HERMANN LTDA;LABORATORIO HERMANN FILIAL 09;RODOVIA ERS 421;1358;SALA 104;CONVENTOS;95908524;4;2.0;39;431140;-29,43207112;-52,02042997;2062;Unidade de Apoio Diagnóstico;2.0;0;1;2;0;1;0;0;0;0;0;0
4,31141E+12;9083782;;3;1;AMANDA NICOLINI CAUMO ODONTOLOGIA INTEGRADA LTDA;INSTITUTO ZELE ODONTOLOGIA E SAUDE;MARIO CATTOI;108;;CENTRO;95900060;4;3.0;22;431140;-29,4591599;-51,9696197;2062;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3114E+12;2251337;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;Unidade Básica de Saúde SAO CRISTOVAO;FABIO BRITTO DE AZAMBUJA;124;;SAO CRISTOVAO;95913068;4;1.0;2;431140;-29,44506335;-51,96378708;1244;Unidade Básica de Saúde;12.0;2;6;0;14;0;9;2;2;1;3;0
4,3114E+12;2251353;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA MONTANHA 2;RUA JOAO SEBASTIANY;1312;SALA 3;MONTANHA;95905028;4;1.0;1;431140;-29,45617153;-51,98705792;1244;Unidade Básica de Saúde;12.0;4;4;0;9;0;1;0;0;2;0;0
4,3114E+12;2251361;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA JARDIM DO CEDRO;RUA OCTAVIO TRIERWEILER;1520;;JARDIM DO CEDRO;95901352;4;1.0;1;431140;-29,47613329;-51,99211121;1244;Unidade Básica de Saúde;12.0;6;4;0;9;0;5;1;3;2;2;0
